date,nation,daily_cases
2022-06-06,Scotland,1875.0
2022-06-07,Scotland,1857.0
2022-06-08,Scotland,1766.0
2022-06-09,Scotland,1681.0
2022-06-10,Scotland,1570.0
2022-06-11,Scotland,1553.0
2022-06-12,Scotland,1919.0
2022-06-13,Scotland,2213.0
2022-06-14,Scotland,2389.0
2022-06-15,Scotland,2357.0
2022-06-16,Scotland,2217.0
2022-06-17,Scotland,2162.0
2022-06-18,Scotland,1905.0
2022-06-19,Scotland,2394.0
2022-06-20,Scotland,2851.0
2022-06-21,Scotland,3188.0
2022-06-22,Scotland,2945.0
2022-06-23,Scotland,2725.0
2022-06-24,Scotland,2546.0
2022-06-25,Scotland,2214.0
2022-06-26,Scotland,2604.0
2022-06-27,Scotland,2981.0
2022-06-28,Scotland,2965.0
2022-06-29,Scotland,2664.0
2022-06-30,Scotland,2517.0
2022-07-01,Scotland,2402.0
2022-07-02,Scotland,2245.0
2022-07-03,Scotland,2491.0
2022-07-04,Scotland,3021.0
2022-07-05,Scotland,2995.0
2022-07-06,Scotland,2740.0
2022-07-07,Scotland,2199.0
2022-07-08,Scotland,2209.0
2022-07-09,Scotland,1724.0
2022-07-10,Scotland,1908.0
2022-07-11,Scotland,2349.0
2022-07-12,Scotland,2373.0
2022-07-13,Scotland,2037.0
2022-07-14,Scotland,1641.0
2022-07-15,Scotland,1588.0
2022-07-16,Scotland,1262.0
2022-07-17,Scotland,1441.0
2022-07-18,Scotland,1651.0
2022-07-19,Scotland,1672.0
2022-07-20,Scotland,1499.0
2022-07-21,Scotland,1258.0
2022-07-22,Scotland,1094.0
2022-07-23,Scotland,956.0
2022-07-24,Scotland,987.0
2022-07-25,Scotland,1243.0
2022-07-26,Scotland,1153.0
2022-07-27,Scotland,1036.0
2022-07-28,Scotland,911.0
2022-07-29,Scotland,841.0
2022-07-30,Scotland,645.0
2022-07-31,Scotland,708.0
2022-08-01,Scotland,915.0
2022-08-02,Scotland,912.0
2022-08-03,Scotland,873.0
2022-08-04,Scotland,700.0
2022-08-05,Scotland,626.0
2022-08-06,Scotland,508.0
2022-08-07,Scotland,602.0
2022-08-08,Scotland,755.0
2022-08-09,Scotland,777.0
2022-08-10,Scotland,670.0
2022-08-11,Scotland,666.0
2022-08-12,Scotland,485.0
2022-08-13,Scotland,462.0
2022-08-14,Scotland,539.0
2022-08-15,Scotland,721.0
2022-08-16,Scotland,621.0
2022-08-17,Scotland,569.0
2022-08-18,Scotland,532.0
2022-08-19,Scotland,464.0
2022-08-20,Scotland,414.0
2022-08-21,Scotland,493.0
2022-08-22,Scotland,591.0
2022-08-23,Scotland,650.0
2022-08-24,Scotland,591.0
2022-08-25,Scotland,488.0
2022-08-26,Scotland,423.0
2022-08-27,Scotland,472.0
2022-08-28,Scotland,527.0
2022-08-29,Scotland,695.0
2022-08-30,Scotland,693.0
2022-08-31,Scotland,577.0
2022-09-01,Scotland,537.0
2022-09-02,Scotland,524.0
2022-09-03,Scotland,398.0
2022-09-04,Scotland,475.0
2022-09-05,Scotland,693.0
2022-09-06,Scotland,598.0
2022-09-07,Scotland,460.0
2022-09-08,Scotland,454.0
2022-09-09,Scotland,401.0
2022-09-10,Scotland,376.0
2022-09-11,Scotland,429.0
2022-09-12,Scotland,489.0
2022-09-13,Scotland,485.0
2022-09-14,Scotland,478.0
2022-09-15,Scotland,392.0
2022-09-16,Scotland,366.0
2022-09-17,Scotland,305.0
2022-09-18,Scotland,358.0
2022-09-19,Scotland,410.0
2022-09-20,Scotland,536.0
2022-09-21,Scotland,531.0
2022-09-22,Scotland,445.0
2022-09-23,Scotland,401.0
2022-09-24,Scotland,339.0
2022-09-25,Scotland,436.0
2022-09-26,Scotland,485.0
2022-09-27,Scotland,493.0
2022-09-28,Scotland,491.0
2022-09-29,Scotland,448.0
2022-09-30,Scotland,405.0
2022-10-01,Scotland,425.0
2022-10-02,Scotland,485.0
2022-10-03,Scotland,665.0
2022-10-04,Scotland,604.0
2022-10-05,Scotland,578.0
2022-10-06,Scotland,478.0
2022-10-07,Scotland,493.0
2022-10-08,Scotland,398.0
2022-10-09,Scotland,455.0
2022-10-10,Scotland,523.0
2022-10-11,Scotland,541.0
2022-10-12,Scotland,533.0
2022-10-13,Scotland,457.0
2022-10-14,Scotland,494.0
2022-10-15,Scotland,339.0
2022-10-16,Scotland,449.0
2022-10-17,Scotland,576.0
2022-10-18,Scotland,474.0
2022-10-19,Scotland,446.0
2022-10-20,Scotland,405.0
2022-10-21,Scotland,453.0
2022-10-22,Scotland,381.0
2022-10-23,Scotland,458.0
2022-10-24,Scotland,560.0
2022-10-25,Scotland,408.0
2022-10-26,Scotland,442.0
2022-10-27,Scotland,403.0
2022-10-28,Scotland,406.0
2022-10-29,Scotland,307.0
2022-10-30,Scotland,379.0
2022-10-31,Scotland,434.0
2022-11-01,Scotland,406.0
2022-11-02,Scotland,356.0
2022-11-03,Scotland,365.0
2022-11-04,Scotland,309.0
2022-11-05,Scotland,262.0
2022-11-06,Scotland,304.0
2022-11-07,Scotland,394.0
2022-11-08,Scotland,396.0
2022-11-09,Scotland,351.0
2022-11-10,Scotland,358.0
2022-11-11,Scotland,291.0
2022-11-12,Scotland,231.0
2022-11-13,Scotland,238.0
2022-11-14,Scotland,372.0
2022-11-15,Scotland,328.0
2022-11-16,Scotland,291.0
2022-11-17,Scotland,282.0
2022-11-18,Scotland,232.0
2022-11-19,Scotland,197.0
2022-11-20,Scotland,243.0
2022-11-21,Scotland,337.0
2022-11-22,Scotland,298.0
2022-11-23,Scotland,329.0
2022-11-24,Scotland,277.0
2022-11-25,Scotland,230.0
2022-11-26,Scotland,199.0
2022-11-27,Scotland,268.0
2022-11-28,Scotland,331.0
2022-11-29,Scotland,325.0
2022-11-30,Scotland,283.0
2022-12-01,Scotland,229.0
2022-12-02,Scotland,269.0
2022-12-03,Scotland,214.0
2022-12-04,Scotland,319.0
2022-12-05,Scotland,351.0
2022-12-06,Scotland,377.0
2022-12-07,Scotland,420.0
2022-12-08,Scotland,343.0
2022-12-09,Scotland,290.0
2022-12-10,Scotland,229.0
2022-12-11,Scotland,316.0
2022-12-12,Scotland,435.0
2022-12-13,Scotland,462.0
2022-12-14,Scotland,408.0
2022-12-15,Scotland,404.0
2022-12-16,Scotland,374.0
2022-12-17,Scotland,352.0
2022-12-18,Scotland,430.0
2022-12-19,Scotland,599.0
2022-12-20,Scotland,588.0
2022-12-21,Scotland,570.0
2022-12-22,Scotland,457.0
2022-12-23,Scotland,404.0
2022-12-24,Scotland,286.0
2022-12-25,Scotland,280.0
2022-12-26,Scotland,350.0
2022-12-27,Scotland,475.0
2022-12-28,Scotland,634.0
2022-12-29,Scotland,569.0
2022-12-30,Scotland,453.0
2022-12-31,Scotland,307.0
2023-01-01,Scotland,265.0
2023-01-02,Scotland,332.0
2023-01-03,Scotland,409.0
2023-01-04,Scotland,479.0
2023-01-05,Scotland,422.0
2023-01-06,Scotland,362.0
2023-01-07,Scotland,274.0
2023-01-08,Scotland,272.0
2023-01-09,Scotland,335.0
2023-01-10,Scotland,244.0
2023-01-11,Scotland,234.0
2023-01-12,Scotland,219.0
2023-01-13,Scotland,189.0
2023-01-14,Scotland,140.0
2023-01-15,Scotland,156.0
2023-01-16,Scotland,210.0
2023-01-17,Scotland,178.0
2023-01-18,Scotland,172.0
2023-01-19,Scotland,161.0
2023-01-20,Scotland,131.0
2023-01-21,Scotland,107.0
2023-01-22,Scotland,135.0
2023-01-23,Scotland,227.0
2023-01-24,Scotland,183.0
2023-01-25,Scotland,177.0
2023-01-26,Scotland,159.0
2023-01-27,Scotland,145.0
2023-01-28,Scotland,140.0
2023-01-29,Scotland,180.0
2023-01-30,Scotland,220.0
2023-01-31,Scotland,210.0
2023-02-01,Scotland,202.0
2023-02-02,Scotland,209.0
2023-02-03,Scotland,174.0
2023-02-04,Scotland,149.0
2023-02-05,Scotland,162.0
2023-02-06,Scotland,284.0
2023-02-07,Scotland,264.0
2023-02-08,Scotland,262.0
2023-02-09,Scotland,256.0
2023-02-10,Scotland,195.0
2023-02-11,Scotland,144.0
2023-02-12,Scotland,222.0
2023-02-13,Scotland,287.0
2023-02-14,Scotland,265.0
2023-02-15,Scotland,265.0
2023-02-16,Scotland,218.0
2023-02-17,Scotland,216.0
2023-02-18,Scotland,189.0
2023-02-19,Scotland,216.0
2023-02-20,Scotland,286.0
2023-02-21,Scotland,308.0
2023-02-22,Scotland,293.0
2023-02-23,Scotland,228.0
2023-02-24,Scotland,227.0
2023-02-25,Scotland,168.0
2023-02-26,Scotland,225.0
2023-02-27,Scotland,327.0
2023-02-28,Scotland,336.0
2023-03-01,Scotland,316.0
2023-03-02,Scotland,292.0
2023-03-03,Scotland,242.0
2023-03-04,Scotland,188.0
2023-03-05,Scotland,277.0
2023-03-06,Scotland,410.0
2023-03-07,Scotland,327.0
2023-03-08,Scotland,323.0
2023-03-09,Scotland,301.0
2023-03-10,Scotland,322.0
2023-03-11,Scotland,274.0
2023-03-12,Scotland,333.0
2023-03-13,Scotland,456.0
2023-03-14,Scotland,423.0
2023-03-15,Scotland,403.0
2023-03-16,Scotland,447.0
2023-03-17,Scotland,381.0
2023-03-18,Scotland,296.0
2023-03-19,Scotland,384.0
2023-03-20,Scotland,474.0
2023-03-21,Scotland,455.0
2023-03-22,Scotland,468.0
2023-03-23,Scotland,400.0
2023-03-24,Scotland,369.0
2023-03-25,Scotland,262.0
2023-03-26,Scotland,316.0
2023-03-27,Scotland,407.0
2023-03-28,Scotland,330.0
2023-03-29,Scotland,344.0
2023-03-30,Scotland,337.0
2023-03-31,Scotland,273.0
2023-04-01,Scotland,232.0
2023-04-02,Scotland,224.0
2023-04-03,Scotland,266.0
2023-04-04,Scotland,274.0
2023-04-05,Scotland,293.0
2023-04-06,Scotland,271.0
2023-04-07,Scotland,212.0
2023-04-08,Scotland,157.0
2023-04-09,Scotland,197.0
2023-04-10,Scotland,259.0
2023-04-11,Scotland,293.0
2023-04-12,Scotland,237.0
2023-04-13,Scotland,216.0
2023-04-14,Scotland,176.0
2023-04-15,Scotland,138.0
2023-04-16,Scotland,170.0
2023-04-17,Scotland,235.0
2023-04-18,Scotland,163.0
2023-04-19,Scotland,151.0
2023-04-20,Scotland,140.0
2023-04-21,Scotland,124.0
2023-04-22,Scotland,95.0
2023-04-23,Scotland,119.0
2023-04-24,Scotland,153.0
2023-04-25,Scotland,156.0
2023-04-26,Scotland,126.0
2023-04-27,Scotland,111.0
2023-04-28,Scotland,95.0
2023-04-29,Scotland,108.0
2023-04-30,Scotland,129.0
2023-05-01,Scotland,116.0
2023-05-02,Scotland,146.0
2023-05-03,Scotland,126.0
2023-05-04,Scotland,107.0
2023-05-05,Scotland,96.0
2023-05-06,Scotland,75.0
2023-05-07,Scotland,70.0
2023-05-08,Scotland,97.0
2023-05-09,Scotland,92.0
2023-05-10,Scotland,114.0
2023-05-11,Scotland,88.0
2023-05-12,Scotland,74.0
2023-05-13,Scotland,69.0
2023-05-14,Scotland,73.0
2023-05-15,Scotland,92.0
2023-05-16,Scotland,77.0
2023-05-17,Scotland,99.0
2023-05-18,Scotland,68.0
2023-05-19,Scotland,46.0
2023-05-20,Scotland,54.0
2023-05-21,Scotland,66.0
2023-05-22,Scotland,74.0
2023-05-23,Scotland,72.0
2023-05-24,Scotland,89.0
2023-05-25,Scotland,51.0
2023-05-26,Scotland,53.0
2023-05-27,Scotland,46.0
2023-05-28,Scotland,52.0
2023-05-29,Scotland,59.0
2023-05-30,Scotland,65.0
2023-05-31,Scotland,76.0
2023-06-01,Scotland,45.0
2023-06-02,Scotland,51.0
2023-06-03,Scotland,52.0
2023-06-04,Scotland,50.0
2023-06-05,Scotland,55.0
2023-06-06,Scotland,79.0
2023-06-07,Scotland,72.0
2023-06-08,Scotland,38.0
2023-06-09,Scotland,63.0
2023-06-10,Scotland,37.0
2023-06-11,Scotland,45.0
2023-06-12,Scotland,71.0
2023-06-13,Scotland,65.0
2023-06-14,Scotland,48.0
2023-06-15,Scotland,50.0
2023-06-16,Scotland,41.0
2023-06-17,Scotland,46.0
2023-06-18,Scotland,28.0
2023-06-19,Scotland,42.0
2023-06-20,Scotland,31.0
2023-06-21,Scotland,32.0
2023-06-22,Scotland,27.0
2023-06-23,Scotland,29.0
2023-06-24,Scotland,24.0
2023-06-25,Scotland,24.0
2023-06-26,Scotland,28.0
2023-06-27,Scotland,26.0
2023-06-28,Scotland,33.0
2023-06-29,Scotland,29.0
2023-06-30,Scotland,26.0
2023-07-01,Scotland,24.0
2023-07-02,Scotland,25.0
2023-07-03,Scotland,29.0
2023-07-04,Scotland,37.0
2023-07-05,Scotland,44.0
2023-07-06,Scotland,47.0
2023-07-07,Scotland,39.0
2023-07-08,Scotland,22.0
2023-07-09,Scotland,29.0
2023-07-10,Scotland,35.0
2023-07-11,Scotland,39.0
2023-07-12,Scotland,48.0
2023-07-13,Scotland,47.0
2023-07-14,Scotland,43.0
2023-07-15,Scotland,36.0
2023-07-16,Scotland,32.0
2023-07-17,Scotland,69.0
2023-07-18,Scotland,63.0
2023-07-19,Scotland,53.0
2023-07-20,Scotland,55.0
2023-07-21,Scotland,53.0
2023-07-22,Scotland,40.0
2023-07-23,Scotland,47.0
2023-07-24,Scotland,67.0
2023-07-25,Scotland,82.0
2023-07-26,Scotland,81.0
2023-07-27,Scotland,56.0
2023-07-28,Scotland,83.0
2023-07-29,Scotland,70.0
2023-07-30,Scotland,90.0
2023-07-31,Scotland,85.0
2023-08-01,Scotland,97.0
2023-08-02,Scotland,98.0
2023-08-03,Scotland,87.0
2023-08-04,Scotland,105.0
2023-08-05,Scotland,92.0
2023-08-06,Scotland,102.0
2023-08-07,Scotland,119.0
2023-08-08,Scotland,145.0
2023-08-09,Scotland,160.0
2023-08-10,Scotland,145.0
2023-08-11,Scotland,136.0
2023-08-12,Scotland,147.0
2023-08-13,Scotland,128.0
2023-08-14,Scotland,174.0
2023-08-15,Scotland,179.0
2023-08-16,Scotland,194.0
2023-08-17,Scotland,179.0
2023-08-18,Scotland,149.0
2023-08-19,Scotland,147.0
2023-08-20,Scotland,175.0
2023-08-21,Scotland,220.0
2023-08-22,Scotland,225.0
2023-08-23,Scotland,214.0
2023-08-24,Scotland,192.0
2023-08-25,Scotland,191.0
2023-08-26,Scotland,149.0
2023-08-27,Scotland,175.0
2023-08-28,Scotland,220.0
2023-08-29,Scotland,223.0
2023-08-30,Scotland,278.0
2023-08-31,Scotland,260.0
2023-09-01,Scotland,217.0
2023-09-02,Scotland,205.0
2023-09-03,Scotland,250.0
2023-09-04,Scotland,280.0
2023-09-05,Scotland,284.0
2023-09-06,Scotland,240.0
2023-09-07,Scotland,223.0
2023-09-08,Scotland,184.0
2023-09-09,Scotland,162.0
2023-09-10,Scotland,153.0
2023-09-11,Scotland,237.0
2023-09-12,Scotland,174.0
2023-09-13,Scotland,151.0
2023-09-14,Scotland,133.0
2023-09-15,Scotland,165.0
2023-09-16,Scotland,89.0
2023-09-17,Scotland,128.0
2023-09-18,Scotland,179.0
2023-09-19,Scotland,203.0
2023-09-20,Scotland,171.0
2023-09-21,Scotland,144.0
2023-09-22,Scotland,156.0
2023-09-23,Scotland,133.0
2023-09-24,Scotland,151.0
2023-09-25,Scotland,175.0
2023-09-26,Scotland,207.0
2023-09-27,Scotland,166.0
2023-09-28,Scotland,166.0
2023-09-29,Scotland,163.0
2023-09-30,Scotland,134.0
2023-10-01,Scotland,156.0
2023-10-02,Scotland,
2020-02-27,Wales,1.0
2020-02-28,Wales,0.0
2020-02-29,Wales,0.0
2020-03-01,Wales,0.0
2020-03-02,Wales,0.0
2020-03-03,Wales,0.0
2020-03-04,Wales,1.0
2020-03-05,Wales,0.0
2020-03-06,Wales,0.0
2020-03-07,Wales,2.0
2020-03-08,Wales,1.0
2020-03-09,Wales,3.0
2020-03-10,Wales,12.0
2020-03-11,Wales,14.0
2020-03-12,Wales,25.0
2020-03-13,Wales,29.0
2020-03-14,Wales,18.0
2020-03-15,Wales,31.0
2020-03-16,Wales,29.0
2020-03-17,Wales,57.0
2020-03-18,Wales,29.0
2020-03-19,Wales,58.0
2020-03-20,Wales,73.0
2020-03-21,Wales,76.0
2020-03-22,Wales,75.0
2020-03-23,Wales,134.0
2020-03-24,Wales,140.0
2020-03-25,Wales,190.0
2020-03-26,Wales,177.0
2020-03-27,Wales,193.0
2020-03-28,Wales,167.0
2020-03-29,Wales,159.0
2020-03-30,Wales,343.0
2020-03-31,Wales,278.0
2020-04-01,Wales,327.0
2020-04-02,Wales,337.0
2020-04-03,Wales,330.0
2020-04-04,Wales,281.0
2020-04-05,Wales,224.0
2020-04-06,Wales,383.0
2020-04-07,Wales,386.0
2020-04-08,Wales,386.0
2020-04-09,Wales,391.0
2020-04-10,Wales,308.0
2020-04-11,Wales,247.0
2020-04-12,Wales,248.0
2020-04-13,Wales,273.0
2020-04-14,Wales,319.0
2020-04-15,Wales,361.0
2020-04-16,Wales,363.0
2020-04-17,Wales,324.0
2020-04-18,Wales,248.0
2020-04-19,Wales,181.0
2020-04-20,Wales,281.0
2020-04-21,Wales,259.0
2020-04-22,Wales,253.0
2020-04-23,Wales,200.0
2020-04-24,Wales,213.0
2020-04-25,Wales,137.0
2020-04-26,Wales,121.0
2020-04-27,Wales,173.0
2020-04-28,Wales,152.0
2020-04-29,Wales,176.0
2020-04-30,Wales,200.0
2020-05-01,Wales,177.0
2020-05-02,Wales,179.0
2020-05-03,Wales,108.0
2020-05-04,Wales,141.0
2020-05-05,Wales,175.0
2020-05-06,Wales,171.0
2020-05-07,Wales,176.0
2020-05-08,Wales,115.0
2020-05-09,Wales,136.0
2020-05-10,Wales,107.0
2020-05-11,Wales,178.0
2020-05-12,Wales,150.0
2020-05-13,Wales,154.0
2020-05-14,Wales,132.0
2020-05-15,Wales,180.0
2020-05-16,Wales,166.0
2020-05-17,Wales,117.0
2020-05-18,Wales,169.0
2020-05-19,Wales,212.0
2020-05-20,Wales,166.0
2020-05-21,Wales,132.0
2020-05-22,Wales,136.0
2020-05-23,Wales,122.0
2020-05-24,Wales,83.0
2020-05-25,Wales,106.0
2020-05-26,Wales,102.0
2020-05-27,Wales,118.0
2020-05-28,Wales,102.0
2020-05-29,Wales,106.0
2020-05-30,Wales,70.0
2020-05-31,Wales,46.0
2020-06-01,Wales,64.0
2020-06-02,Wales,71.0
2020-06-03,Wales,74.0
2020-06-04,Wales,59.0
2020-06-05,Wales,55.0
2020-06-06,Wales,51.0
2020-06-07,Wales,34.0
2020-06-08,Wales,74.0
2020-06-09,Wales,62.0
2020-06-10,Wales,67.0
2020-06-11,Wales,66.0
2020-06-12,Wales,75.0
2020-06-13,Wales,66.0
2020-06-14,Wales,54.0
2020-06-15,Wales,66.0
2020-06-16,Wales,82.0
2020-06-17,Wales,64.0
2020-06-18,Wales,62.0
2020-06-19,Wales,140.0
2020-06-20,Wales,47.0
2020-06-21,Wales,76.0
2020-06-22,Wales,66.0
2020-06-23,Wales,131.0
2020-06-24,Wales,37.0
2020-06-25,Wales,60.0
2020-06-26,Wales,19.0
2020-06-27,Wales,140.0
2020-06-28,Wales,28.0
2020-06-29,Wales,43.0
2020-06-30,Wales,35.0
2020-07-01,Wales,27.0
2020-07-02,Wales,28.0
2020-07-03,Wales,19.0
2020-07-04,Wales,8.0
2020-07-05,Wales,12.0
2020-07-06,Wales,35.0
2020-07-07,Wales,29.0
2020-07-08,Wales,14.0
2020-07-09,Wales,22.0
2020-07-10,Wales,29.0
2020-07-11,Wales,12.0
2020-07-12,Wales,10.0
2020-07-13,Wales,24.0
2020-07-14,Wales,23.0
2020-07-15,Wales,18.0
2020-07-16,Wales,25.0
2020-07-17,Wales,17.0
2020-07-18,Wales,11.0
2020-07-19,Wales,10.0
2020-07-20,Wales,43.0
2020-07-21,Wales,61.0
2020-07-22,Wales,25.0
2020-07-23,Wales,31.0
2020-07-24,Wales,30.0
2020-07-25,Wales,24.0
2020-07-26,Wales,35.0
2020-07-27,Wales,23.0
2020-07-28,Wales,27.0
2020-07-29,Wales,27.0
2020-07-30,Wales,30.0
2020-07-31,Wales,16.0
2020-08-01,Wales,16.0
2020-08-02,Wales,14.0
2020-08-03,Wales,22.0
2020-08-04,Wales,24.0
2020-08-05,Wales,22.0
2020-08-06,Wales,22.0
2020-08-07,Wales,16.0
2020-08-08,Wales,5.0
2020-08-09,Wales,8.0
2020-08-10,Wales,19.0
2020-08-11,Wales,27.0
2020-08-12,Wales,24.0
2020-08-13,Wales,17.0
2020-08-14,Wales,17.0
2020-08-15,Wales,10.0
2020-08-16,Wales,18.0
2020-08-17,Wales,19.0
2020-08-18,Wales,38.0
2020-08-19,Wales,35.0
2020-08-20,Wales,31.0
2020-08-21,Wales,23.0
2020-08-22,Wales,19.0
2020-08-23,Wales,11.0
2020-08-24,Wales,36.0
2020-08-25,Wales,50.0
2020-08-26,Wales,44.0
2020-08-27,Wales,50.0
2020-08-28,Wales,52.0
2020-08-29,Wales,44.0
2020-08-30,Wales,46.0
2020-08-31,Wales,44.0
2020-09-01,Wales,58.0
2020-09-02,Wales,95.0
2020-09-03,Wales,126.0
2020-09-04,Wales,149.0
2020-09-05,Wales,128.0
2020-09-06,Wales,131.0
2020-09-07,Wales,159.0
2020-09-08,Wales,143.0
2020-09-09,Wales,158.0
2020-09-10,Wales,186.0
2020-09-11,Wales,145.0
2020-09-12,Wales,140.0
2020-09-13,Wales,164.0
2020-09-14,Wales,192.0
2020-09-15,Wales,164.0
2020-09-16,Wales,207.0
2020-09-17,Wales,261.0
2020-09-18,Wales,246.0
2020-09-19,Wales,280.0
2020-09-20,Wales,252.0
2020-09-21,Wales,312.0
2020-09-22,Wales,380.0
2020-09-23,Wales,378.0
2020-09-24,Wales,316.0
2020-09-25,Wales,385.0
2020-09-26,Wales,403.0
2020-09-27,Wales,317.0
2020-09-28,Wales,426.0
2020-09-29,Wales,466.0
2020-09-30,Wales,601.0
2020-10-01,Wales,628.0
2020-10-02,Wales,603.0
2020-10-03,Wales,518.0
2020-10-04,Wales,614.0
2020-10-05,Wales,703.0
2020-10-06,Wales,771.0
2020-10-07,Wales,851.0
2020-10-08,Wales,827.0
2020-10-09,Wales,781.0
2020-10-10,Wales,620.0
2020-10-11,Wales,626.0
2020-10-12,Wales,782.0
2020-10-13,Wales,953.0
2020-10-14,Wales,906.0
2020-10-15,Wales,790.0
2020-10-16,Wales,951.0
2020-10-17,Wales,708.0
2020-10-18,Wales,716.0
2020-10-19,Wales,1111.0
2020-10-20,Wales,1236.0
2020-10-21,Wales,1266.0
2020-10-22,Wales,1056.0
2020-10-23,Wales,1197.0
2020-10-24,Wales,1025.0
2020-10-25,Wales,940.0
2020-10-26,Wales,1557.0
2020-10-27,Wales,1478.0
2020-10-28,Wales,1357.0
2020-10-29,Wales,1583.0
2020-10-30,Wales,1241.0
2020-10-31,Wales,879.0
2020-11-01,Wales,947.0
2020-11-02,Wales,1409.0
2020-11-03,Wales,1235.0
2020-11-04,Wales,1095.0
2020-11-05,Wales,1016.0
2020-11-06,Wales,877.0
2020-11-07,Wales,605.0
2020-11-08,Wales,698.0
2020-11-09,Wales,1009.0
2020-11-10,Wales,964.0
2020-11-11,Wales,855.0
2020-11-12,Wales,773.0
2020-11-13,Wales,859.0
2020-11-14,Wales,629.0
2020-11-15,Wales,627.0
2020-11-16,Wales,993.0
2020-11-17,Wales,1041.0
2020-11-18,Wales,987.0
2020-11-19,Wales,920.0
2020-11-20,Wales,936.0
2020-11-21,Wales,680.0
2020-11-22,Wales,717.0
2020-11-23,Wales,1030.0
2020-11-24,Wales,1093.0
2020-11-25,Wales,1336.0
2020-11-26,Wales,1160.0
2020-11-27,Wales,1035.0
2020-11-28,Wales,844.0
2020-11-29,Wales,966.0
2020-11-30,Wales,1505.0
2020-12-01,Wales,1609.0
2020-12-02,Wales,1651.0
2020-12-03,Wales,1803.0
2020-12-04,Wales,1701.0
2020-12-05,Wales,1533.0
2020-12-06,Wales,1697.0
2020-12-07,Wales,2511.0
2020-12-08,Wales,2601.0
2020-12-09,Wales,2692.0
2020-12-10,Wales,2664.0
2020-12-11,Wales,2811.0
2020-12-12,Wales,2286.0
2020-12-13,Wales,2734.0
2020-12-14,Wales,3538.0
2020-12-15,Wales,3182.0
2020-12-16,Wales,3139.0
2020-12-17,Wales,2776.0
2020-12-18,Wales,2537.0
2020-12-19,Wales,2170.0
2020-12-20,Wales,2209.0
2020-12-21,Wales,2743.0
2020-12-22,Wales,2705.0
2020-12-23,Wales,2443.0
2020-12-24,Wales,1473.0
2020-12-25,Wales,642.0
2020-12-26,Wales,1893.0
2020-12-27,Wales,2495.0
2020-12-28,Wales,2356.0
2020-12-29,Wales,3563.0
2020-12-30,Wales,2698.0
2020-12-31,Wales,2009.0
2021-01-01,Wales,1214.0
2021-01-02,Wales,2093.0
2021-01-03,Wales,1811.0
2021-01-04,Wales,2659.0
2021-01-05,Wales,2386.0
2021-01-06,Wales,1993.0
2021-01-07,Wales,1667.0
2021-01-08,Wales,1598.0
2021-01-09,Wales,1142.0
2021-01-10,Wales,1176.0
2021-01-11,Wales,1736.0
2021-01-12,Wales,1601.0
2021-01-13,Wales,1464.0
2021-01-14,Wales,1313.0
2021-01-15,Wales,1214.0
2021-01-16,Wales,1005.0
2021-01-17,Wales,827.0
2021-01-18,Wales,1398.0
2021-01-19,Wales,1081.0
2021-01-20,Wales,972.0
2021-01-21,Wales,909.0
2021-01-22,Wales,772.0
2021-01-23,Wales,542.0
2021-01-24,Wales,397.0
2021-01-25,Wales,850.0
2021-01-26,Wales,732.0
2021-01-27,Wales,703.0
2021-01-28,Wales,658.0
2021-01-29,Wales,600.0
2021-01-30,Wales,487.0
2021-01-31,Wales,465.0
2021-02-01,Wales,612.0
2021-02-02,Wales,597.0
2021-02-03,Wales,579.0
2021-02-04,Wales,501.0
2021-02-05,Wales,501.0
2021-02-06,Wales,359.0
2021-02-07,Wales,284.0
2021-02-08,Wales,492.0
2021-02-09,Wales,464.0
2021-02-10,Wales,448.0
2021-02-11,Wales,377.0
2021-02-12,Wales,408.0
2021-02-13,Wales,281.0
2021-02-14,Wales,288.0
2021-02-15,Wales,452.0
2021-02-16,Wales,442.0
2021-02-17,Wales,373.0
2021-02-18,Wales,343.0
2021-02-19,Wales,309.0
2021-02-20,Wales,267.0
2021-02-21,Wales,274.0
2021-02-22,Wales,336.0
2021-02-23,Wales,288.0
2021-02-24,Wales,264.0
2021-02-25,Wales,225.0
2021-02-26,Wales,202.0
2021-02-27,Wales,139.0
2021-02-28,Wales,207.0
2021-03-01,Wales,244.0
2021-03-02,Wales,237.0
2021-03-03,Wales,209.0
2021-03-04,Wales,199.0
2021-03-05,Wales,131.0
2021-03-06,Wales,169.0
2021-03-07,Wales,146.0
2021-03-08,Wales,258.0
2021-03-09,Wales,165.0
2021-03-10,Wales,202.0
2021-03-11,Wales,228.0
2021-03-12,Wales,206.0
2021-03-13,Wales,190.0
2021-03-14,Wales,159.0
2021-03-15,Wales,196.0
2021-03-16,Wales,183.0
2021-03-17,Wales,183.0
2021-03-18,Wales,218.0
2021-03-19,Wales,177.0
2021-03-20,Wales,152.0
2021-03-21,Wales,139.0
2021-03-22,Wales,198.0
2021-03-23,Wales,163.0
2021-03-24,Wales,190.0
2021-03-25,Wales,199.0
2021-03-26,Wales,152.0
2021-03-27,Wales,87.0
2021-03-28,Wales,103.0
2021-03-29,Wales,123.0
2021-03-30,Wales,138.0
2021-03-31,Wales,108.0
2021-04-01,Wales,94.0
2021-04-02,Wales,64.0
2021-04-03,Wales,58.0
2021-04-04,Wales,76.0
2021-04-05,Wales,72.0
2021-04-06,Wales,105.0
2021-04-07,Wales,105.0
2021-04-08,Wales,90.0
2021-04-09,Wales,72.0
